"","df.location","df.parameter","df.value","df.unit","df.country","df.city","date","averagingPeriod"
"421","Fisherman's Landing","pm25",14.3,"µg/m³","AU","Gladstone","2019-09-29T10:00:00.000Z",1
"422","Clinton","pm25",20.1,"µg/m³","AU","Gladstone","2019-09-29T10:00:00.000Z",1
"423","South Gladstone","pm25",9.4,"µg/m³","AU","Gladstone","2019-09-29T10:00:00.000Z",1
"424","Boat Creek","pm25",19.1,"µg/m³","AU","Gladstone","2019-09-29T10:00:00.000Z",1
"425","Boyne Island","pm25",11.1,"µg/m³","AU","Gladstone","2019-09-29T10:00:00.000Z",1
"426","Targinie","pm25",23.4,"µg/m³","AU","Gladstone","2019-09-29T10:00:00.000Z",1
"427","Rocklea","pm25",9.3,"µg/m³","AU","South East Queensland","2019-09-29T10:00:00.000Z",1
"428","Southport","pm25",5.5,"µg/m³","AU","South East Queensland","2019-09-29T10:00:00.000Z",1
"429","Woolloongabba","pm25",9.7,"µg/m³","AU","South East Queensland","2019-09-29T10:00:00.000Z",1
"430","Springwood","pm25",6.4,"µg/m³","AU","South East Queensland","2019-09-29T10:00:00.000Z",1
"431","North Ward","pm25",5,"µg/m³","AU","Townsville","2019-09-29T10:00:00.000Z",1
"432","Upper Humbug","pm25",5.3,"µg/m³","AU","South West Queensland","2019-09-29T10:00:00.000Z",1
"433","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-29T10:00:00.000Z",1
"434","Hopeland","pm25",6.3,"µg/m³","AU","South West Queensland","2019-09-29T10:00:00.000Z",1
"435","Cannon Hill","pm25",8.5,"µg/m³","AU","South East Queensland","2019-09-29T10:00:00.000Z",1
"436","Lytton","pm25",6,"µg/m³","AU","South East Queensland","2019-09-29T10:00:00.000Z",1
"437","Wynnum","pm25",4.2,"µg/m³","AU","South East Queensland","2019-09-29T10:00:00.000Z",1
"438","Wynnum West","pm25",4.7,"µg/m³","AU","South East Queensland","2019-09-29T10:00:00.000Z",1
"439","South Brisbane","pm25",8.9,"µg/m³","AU","South East Queensland","2019-09-29T10:00:00.000Z",1
"449","Hopeland","pm25",6.5,"µg/m³","AU","South West Queensland","2019-09-29T09:00:00.000Z",1
"450","Cannon Hill","pm25",8.4,"µg/m³","AU","South East Queensland","2019-09-29T09:00:00.000Z",1
"451","Lytton","pm25",5.8,"µg/m³","AU","South East Queensland","2019-09-29T09:00:00.000Z",1
"462","Wynnum West","pm25",4.7,"µg/m³","AU","South East Queensland","2019-09-29T09:00:00.000Z",1
"463","Wynnum","pm25",3.8,"µg/m³","AU","South East Queensland","2019-09-29T09:00:00.000Z",1
"464","South Brisbane","pm25",14.2,"µg/m³","AU","South East Queensland","2019-09-29T09:00:00.000Z",1
"465","Springwood","pm25",6.4,"µg/m³","AU","South East Queensland","2019-09-29T09:00:00.000Z",1
"466","Woolloongabba","pm25",11.4,"µg/m³","AU","South East Queensland","2019-09-29T09:00:00.000Z",1
"467","Southport","pm25",5.5,"µg/m³","AU","South East Queensland","2019-09-29T09:00:00.000Z",1
"468","Rocklea","pm25",9.2,"µg/m³","AU","South East Queensland","2019-09-29T09:00:00.000Z",1
"469","Targinie","pm25",22,"µg/m³","AU","Gladstone","2019-09-29T09:00:00.000Z",1
"471","Boyne Island","pm25",10.8,"µg/m³","AU","Gladstone","2019-09-29T09:00:00.000Z",1
"472","Boat Creek","pm25",17.9,"µg/m³","AU","Gladstone","2019-09-29T09:00:00.000Z",1
"473","Upper Humbug","pm25",5.4,"µg/m³","AU","South West Queensland","2019-09-29T09:00:00.000Z",1
"474","North Ward","pm25",5.1,"µg/m³","AU","Townsville","2019-09-29T09:00:00.000Z",1
"475","South Gladstone","pm25",9,"µg/m³","AU","Gladstone","2019-09-29T09:00:00.000Z",1
"476","Clinton","pm25",19,"µg/m³","AU","Gladstone","2019-09-29T09:00:00.000Z",1
"477","Fisherman's Landing","pm25",13.4,"µg/m³","AU","Gladstone","2019-09-29T09:00:00.000Z",1
"478","Blackwater","pm25",7.4,"µg/m³","AU","Central Queensland","2019-09-29T09:00:00.000Z",1
"479","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-29T09:00:00.000Z",1
"480","North Ward","pm25",5.1,"µg/m³","AU","Townsville","2019-09-29T08:00:00.000Z",1
"481","Blackwater","pm25",7.4,"µg/m³","AU","Central Queensland","2019-09-29T08:00:00.000Z",1
"482","Fisherman's Landing","pm25",12.4,"µg/m³","AU","Gladstone","2019-09-29T08:00:00.000Z",1
"483","Clinton","pm25",18,"µg/m³","AU","Gladstone","2019-09-29T08:00:00.000Z",1
"484","Boat Creek","pm25",17.1,"µg/m³","AU","Gladstone","2019-09-29T08:00:00.000Z",1
"485","South Gladstone","pm25",8.8,"µg/m³","AU","Gladstone","2019-09-29T08:00:00.000Z",1
"486","Boyne Island","pm25",10.7,"µg/m³","AU","Gladstone","2019-09-29T08:00:00.000Z",1
"487","Targinie","pm25",20.7,"µg/m³","AU","Gladstone","2019-09-29T08:00:00.000Z",1
"488","Rocklea","pm25",9.2,"µg/m³","AU","South East Queensland","2019-09-29T08:00:00.000Z",1
"489","Southport","pm25",5.5,"µg/m³","AU","South East Queensland","2019-09-29T08:00:00.000Z",1
"490","Woolloongabba","pm25",11.2,"µg/m³","AU","South East Queensland","2019-09-29T08:00:00.000Z",1
"491","South Brisbane","pm25",14.1,"µg/m³","AU","South East Queensland","2019-09-29T08:00:00.000Z",1
"492","Springwood","pm25",6.4,"µg/m³","AU","South East Queensland","2019-09-29T08:00:00.000Z",1
"493","Wynnum","pm25",3.6,"µg/m³","AU","South East Queensland","2019-09-29T08:00:00.000Z",1
"494","Wynnum West","pm25",4.7,"µg/m³","AU","South East Queensland","2019-09-29T08:00:00.000Z",1
"495","Lytton","pm25",5.5,"µg/m³","AU","South East Queensland","2019-09-29T08:00:00.000Z",1
"496","Cannon Hill","pm25",8.4,"µg/m³","AU","South East Queensland","2019-09-29T08:00:00.000Z",1
"497","Hopeland","pm25",6.6,"µg/m³","AU","South West Queensland","2019-09-29T08:00:00.000Z",1
"498","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-29T08:00:00.000Z",1
"499","Upper Humbug","pm25",5.5,"µg/m³","AU","South West Queensland","2019-09-29T08:00:00.000Z",1
"512","Hopeland","pm25",6.9,"µg/m³","AU","South West Queensland","2019-09-29T07:00:00.000Z",1
"513","Lytton","pm25",5.2,"µg/m³","AU","South East Queensland","2019-09-29T07:00:00.000Z",1
"515","Rocklea","pm25",9.3,"µg/m³","AU","South East Queensland","2019-09-29T07:00:00.000Z",1
"516","Clinton","pm25",17.4,"µg/m³","AU","Gladstone","2019-09-29T07:00:00.000Z",1
"517","Boat Creek","pm25",16.5,"µg/m³","AU","Gladstone","2019-09-29T07:00:00.000Z",1
"520","North Ward","pm25",5.2,"µg/m³","AU","Townsville","2019-09-29T07:00:00.000Z",1
"522","Wynnum","pm25",2.9,"µg/m³","AU","South East Queensland","2019-09-29T07:00:00.000Z",1
"524","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-29T07:00:00.000Z",1
"525","Cannon Hill","pm25",8.4,"µg/m³","AU","South East Queensland","2019-09-29T07:00:00.000Z",1
"526","Woolloongabba","pm25",11.2,"µg/m³","AU","South East Queensland","2019-09-29T07:00:00.000Z",1
"527","Southport","pm25",5.6,"µg/m³","AU","South East Queensland","2019-09-29T07:00:00.000Z",1
"531","Boyne Island","pm25",10.4,"µg/m³","AU","Gladstone","2019-09-29T07:00:00.000Z",1
"532","Wynnum West","pm25",4.5,"µg/m³","AU","South East Queensland","2019-09-29T07:00:00.000Z",1
"533","South Brisbane","pm25",14.1,"µg/m³","AU","South East Queensland","2019-09-29T07:00:00.000Z",1
"537","South Gladstone","pm25",8.7,"µg/m³","AU","Gladstone","2019-09-29T07:00:00.000Z",1
"538","Blackwater","pm25",7.4,"µg/m³","AU","Central Queensland","2019-09-29T07:00:00.000Z",1
"539","Fisherman's Landing","pm25",11.4,"µg/m³","AU","Gladstone","2019-09-29T07:00:00.000Z",1
"540","Upper Humbug","pm25",5.6,"µg/m³","AU","South West Queensland","2019-09-29T07:00:00.000Z",1
"541","Springwood","pm25",6.5,"µg/m³","AU","South East Queensland","2019-09-29T07:00:00.000Z",1
"543","Targinie","pm25",20,"µg/m³","AU","Gladstone","2019-09-29T07:00:00.000Z",1
"544","Woolloongabba","pm25",11.2,"µg/m³","AU","South East Queensland","2019-09-29T06:00:00.000Z",1
"545","South Brisbane","pm25",14.1,"µg/m³","AU","South East Queensland","2019-09-29T06:00:00.000Z",1
"546","North Ward","pm25",5.3,"µg/m³","AU","Townsville","2019-09-29T06:00:00.000Z",1
"550","Upper Humbug","pm25",5.7,"µg/m³","AU","South West Queensland","2019-09-29T06:00:00.000Z",1
"551","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-29T06:00:00.000Z",1
"558","Blackwater","pm25",7.5,"µg/m³","AU","Central Queensland","2019-09-29T06:00:00.000Z",1
"559","Fisherman's Landing","pm25",11,"µg/m³","AU","Gladstone","2019-09-29T06:00:00.000Z",1
"560","Boat Creek","pm25",16,"µg/m³","AU","Gladstone","2019-09-29T06:00:00.000Z",1
"561","Clinton","pm25",17,"µg/m³","AU","Gladstone","2019-09-29T06:00:00.000Z",1
"562","South Gladstone","pm25",8.6,"µg/m³","AU","Gladstone","2019-09-29T06:00:00.000Z",1
"563","Targinie","pm25",19.3,"µg/m³","AU","Gladstone","2019-09-29T06:00:00.000Z",1
"564","Boyne Island","pm25",10,"µg/m³","AU","Gladstone","2019-09-29T06:00:00.000Z",1
"568","Hopeland","pm25",7.1,"µg/m³","AU","South West Queensland","2019-09-29T06:00:00.000Z",1
"569","Cannon Hill","pm25",8.6,"µg/m³","AU","South East Queensland","2019-09-29T06:00:00.000Z",1
"570","Lytton","pm25",5.2,"µg/m³","AU","South East Queensland","2019-09-29T06:00:00.000Z",1
"571","Wynnum West","pm25",4.4,"µg/m³","AU","South East Queensland","2019-09-29T06:00:00.000Z",1
"572","Wynnum","pm25",3.1,"µg/m³","AU","South East Queensland","2019-09-29T06:00:00.000Z",1
"573","Southport","pm25",5.7,"µg/m³","AU","South East Queensland","2019-09-29T06:00:00.000Z",1
"574","Rocklea","pm25",9.6,"µg/m³","AU","South East Queensland","2019-09-29T06:00:00.000Z",1
"575","Springwood","pm25",6.6,"µg/m³","AU","South East Queensland","2019-09-29T06:00:00.000Z",1
"576","Wynnum West","pm25",4.6,"µg/m³","AU","South East Queensland","2019-09-29T05:00:00.000Z",1
"577","North Ward","pm25",5.4,"µg/m³","AU","Townsville","2019-09-29T05:00:00.000Z",1
"578","Upper Humbug","pm25",5.8,"µg/m³","AU","South West Queensland","2019-09-29T05:00:00.000Z",1
"579","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-29T05:00:00.000Z",1
"580","Hopeland","pm25",7.4,"µg/m³","AU","South West Queensland","2019-09-29T05:00:00.000Z",1
"581","Cannon Hill","pm25",8.6,"µg/m³","AU","South East Queensland","2019-09-29T05:00:00.000Z",1
"582","Wynnum","pm25",3.2,"µg/m³","AU","South East Queensland","2019-09-29T05:00:00.000Z",1
"583","Lytton","pm25",5.4,"µg/m³","AU","South East Queensland","2019-09-29T05:00:00.000Z",1
"584","Blackwater","pm25",7.5,"µg/m³","AU","Central Queensland","2019-09-29T05:00:00.000Z",1
"585","Clinton","pm25",16.7,"µg/m³","AU","Gladstone","2019-09-29T05:00:00.000Z",1
"586","Fisherman's Landing","pm25",10.6,"µg/m³","AU","Gladstone","2019-09-29T05:00:00.000Z",1
"587","South Gladstone","pm25",8.5,"µg/m³","AU","Gladstone","2019-09-29T05:00:00.000Z",1
"588","Targinie","pm25",18.9,"µg/m³","AU","Gladstone","2019-09-29T05:00:00.000Z",1
"589","Boat Creek","pm25",15.6,"µg/m³","AU","Gladstone","2019-09-29T05:00:00.000Z",1
"590","Boyne Island","pm25",9.6,"µg/m³","AU","Gladstone","2019-09-29T05:00:00.000Z",1
"591","Rocklea","pm25",9.8,"µg/m³","AU","South East Queensland","2019-09-29T05:00:00.000Z",1
"592","Southport","pm25",5.8,"µg/m³","AU","South East Queensland","2019-09-29T05:00:00.000Z",1
"605","South Brisbane","pm25",14.1,"µg/m³","AU","South East Queensland","2019-09-29T05:00:00.000Z",1
"606","Springwood","pm25",6.5,"µg/m³","AU","South East Queensland","2019-09-29T05:00:00.000Z",1
"607","Woolloongabba","pm25",11.2,"µg/m³","AU","South East Queensland","2019-09-29T05:00:00.000Z",1
"620","Blackwater","pm25",7.3,"µg/m³","AU","Central Queensland","2019-09-29T02:00:00.000Z",1
"621","Boyne Island","pm25",8.2,"µg/m³","AU","Gladstone","2019-09-29T02:00:00.000Z",1
"634","Targinie","pm25",16.6,"µg/m³","AU","Gladstone","2019-09-29T02:00:00.000Z",1
"635","Fisherman's Landing","pm25",8.8,"µg/m³","AU","Gladstone","2019-09-29T02:00:00.000Z",1
"636","Clinton","pm25",14.7,"µg/m³","AU","Gladstone","2019-09-29T02:00:00.000Z",1
"637","South Gladstone","pm25",7.4,"µg/m³","AU","Gladstone","2019-09-29T02:00:00.000Z",1
"638","Boat Creek","pm25",13.8,"µg/m³","AU","Gladstone","2019-09-29T02:00:00.000Z",1
"639","Upper Humbug","pm25",6.3,"µg/m³","AU","South West Queensland","2019-09-29T02:00:00.000Z",1
"640","North Ward","pm25",5.6,"µg/m³","AU","Townsville","2019-09-29T02:00:00.000Z",1
"641","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-29T02:00:00.000Z",1
"642","Hopeland","pm25",7.8,"µg/m³","AU","South West Queensland","2019-09-29T02:00:00.000Z",1
"643","Cannon Hill","pm25",8,"µg/m³","AU","South East Queensland","2019-09-29T02:00:00.000Z",1
"644","Wynnum West","pm25",5.1,"µg/m³","AU","South East Queensland","2019-09-29T02:00:00.000Z",1
"645","Lytton","pm25",6.1,"µg/m³","AU","South East Queensland","2019-09-29T02:00:00.000Z",1
"646","South Brisbane","pm25",13.9,"µg/m³","AU","South East Queensland","2019-09-29T02:00:00.000Z",1
"647","Wynnum","pm25",4.8,"µg/m³","AU","South East Queensland","2019-09-29T02:00:00.000Z",1
"648","Springwood","pm25",6.2,"µg/m³","AU","South East Queensland","2019-09-29T02:00:00.000Z",1
"649","Woolloongabba","pm25",10.9,"µg/m³","AU","South East Queensland","2019-09-29T02:00:00.000Z",1
"650","Southport","pm25",6.2,"µg/m³","AU","South East Queensland","2019-09-29T02:00:00.000Z",1
"651","Rocklea","pm25",9.5,"µg/m³","AU","South East Queensland","2019-09-29T02:00:00.000Z",1
"657","North Ward","pm25",5.6,"µg/m³","AU","Townsville","2019-09-29T01:00:00.000Z",1
"658","Upper Humbug","pm25",6.5,"µg/m³","AU","South West Queensland","2019-09-29T01:00:00.000Z",1
"659","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-29T01:00:00.000Z",1
"660","Hopeland","pm25",8,"µg/m³","AU","South West Queensland","2019-09-29T01:00:00.000Z",1
"661","Cannon Hill","pm25",7.7,"µg/m³","AU","South East Queensland","2019-09-29T01:00:00.000Z",1
"662","Boat Creek","pm25",12.7,"µg/m³","AU","Gladstone","2019-09-29T01:00:00.000Z",1
"663","Clinton","pm25",13.6,"µg/m³","AU","Gladstone","2019-09-29T01:00:00.000Z",1
"666","Lytton","pm25",6.3,"µg/m³","AU","South East Queensland","2019-09-29T01:00:00.000Z",1
"668","Fisherman's Landing","pm25",8.2,"µg/m³","AU","Gladstone","2019-09-29T01:00:00.000Z",1
"669","South Gladstone","pm25",7.2,"µg/m³","AU","Gladstone","2019-09-29T01:00:00.000Z",1
"670","Blackwater","pm25",7.1,"µg/m³","AU","Central Queensland","2019-09-29T01:00:00.000Z",1
"671","Wynnum West","pm25",5.3,"µg/m³","AU","South East Queensland","2019-09-29T01:00:00.000Z",1
"672","Wynnum","pm25",5.2,"µg/m³","AU","South East Queensland","2019-09-29T01:00:00.000Z",1
"673","South Brisbane","pm25",13.7,"µg/m³","AU","South East Queensland","2019-09-29T01:00:00.000Z",1
"674","Springwood","pm25",6,"µg/m³","AU","South East Queensland","2019-09-29T01:00:00.000Z",1
"675","Woolloongabba","pm25",10.7,"µg/m³","AU","South East Queensland","2019-09-29T01:00:00.000Z",1
"676","Rocklea","pm25",9.2,"µg/m³","AU","South East Queensland","2019-09-29T01:00:00.000Z",1
"677","Southport","pm25",6.2,"µg/m³","AU","South East Queensland","2019-09-29T01:00:00.000Z",1
"678","Targinie","pm25",15.2,"µg/m³","AU","Gladstone","2019-09-29T01:00:00.000Z",1
"679","Boyne Island","pm25",7.6,"µg/m³","AU","Gladstone","2019-09-29T01:00:00.000Z",1
"696","Clinton","pm25",9.2,"µg/m³","AU","Gladstone","2019-09-28T23:00:00.000Z",1
"697","Blackwater","pm25",7.1,"µg/m³","AU","Central Queensland","2019-09-28T23:00:00.000Z",1
"699","Fisherman's Landing","pm25",5.9,"µg/m³","AU","Gladstone","2019-09-28T23:00:00.000Z",1
"700","South Gladstone","pm25",5.3,"µg/m³","AU","Gladstone","2019-09-28T23:00:00.000Z",1
"701","Targinie","pm25",11.9,"µg/m³","AU","Gladstone","2019-09-28T23:00:00.000Z",1
"702","Boat Creek","pm25",8.8,"µg/m³","AU","Gladstone","2019-09-28T23:00:00.000Z",1
"703","Boyne Island","pm25",6.7,"µg/m³","AU","Gladstone","2019-09-28T23:00:00.000Z",1
"704","Rocklea","pm25",8.7,"µg/m³","AU","South East Queensland","2019-09-28T23:00:00.000Z",1
"705","Woolloongabba","pm25",10.4,"µg/m³","AU","South East Queensland","2019-09-28T23:00:00.000Z",1
"706","Springwood","pm25",6,"µg/m³","AU","South East Queensland","2019-09-28T23:00:00.000Z",1
"707","Southport","pm25",6.2,"µg/m³","AU","South East Queensland","2019-09-28T23:00:00.000Z",1
"709","South Brisbane","pm25",13.4,"µg/m³","AU","South East Queensland","2019-09-28T23:00:00.000Z",1
"710","Wynnum","pm25",5,"µg/m³","AU","South East Queensland","2019-09-28T23:00:00.000Z",1
"711","Lytton","pm25",6,"µg/m³","AU","South East Queensland","2019-09-28T23:00:00.000Z",1
"712","Wynnum West","pm25",5.1,"µg/m³","AU","South East Queensland","2019-09-28T23:00:00.000Z",1
"713","Cannon Hill","pm25",7.6,"µg/m³","AU","South East Queensland","2019-09-28T23:00:00.000Z",1
"714","Hopeland","pm25",7.8,"µg/m³","AU","South West Queensland","2019-09-28T23:00:00.000Z",1
"715","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-28T23:00:00.000Z",1
"717","Upper Humbug","pm25",6.6,"µg/m³","AU","South West Queensland","2019-09-28T23:00:00.000Z",1
"718","North Ward","pm25",5.8,"µg/m³","AU","Townsville","2019-09-28T23:00:00.000Z",1
"728","Fisherman's Landing","pm25",5.1,"µg/m³","AU","Gladstone","2019-09-28T22:00:00.000Z",1
"735","North Ward","pm25",5.9,"µg/m³","AU","Townsville","2019-09-28T22:00:00.000Z",1
"736","Upper Humbug","pm25",6.5,"µg/m³","AU","South West Queensland","2019-09-28T22:00:00.000Z",1
"741","Miles Airport","pm25",-1111,"µg/m³","AU","South West Queensland","2019-09-28T22:00:00.000Z",1
"742","Hopeland","pm25",7.6,"µg/m³","AU","South West Queensland","2019-09-28T22:00:00.000Z",1
"743","Cannon Hill","pm25",7.7,"µg/m³","AU","South East Queensland","2019-09-28T22:00:00.000Z",1
"744","Lytton","pm25",5.8,"µg/m³","AU","South East Queensland","2019-09-28T22:00:00.000Z",1
"745","Wynnum West","pm25",5.1,"µg/m³","AU","South East Queensland","2019-09-28T22:00:00.000Z",1
"746","Blackwater","pm25",7.1,"µg/m³","AU","Central Queensland","2019-09-28T22:00:00.000Z",1
"747","Wynnum","pm25",5.1,"µg/m³","AU","South East Queensland","2019-09-28T22:00:00.000Z",1
"748","Springwood","pm25",6,"µg/m³","AU","South East Queensland","2019-09-28T22:00:00.000Z",1
"749","South Brisbane","pm25",13.3,"µg/m³","AU","South East Queensland","2019-09-28T22:00:00.000Z",1
"751","Woolloongabba","pm25",10.3,"µg/m³","AU","South East Queensland","2019-09-28T22:00:00.000Z",1
"752","Southport","pm25",6.2,"µg/m³","AU","South East Queensland","2019-09-28T22:00:00.000Z",1
"753","Rocklea","pm25",8.7,"µg/m³","AU","South East Queensland","2019-09-28T22:00:00.000Z",1
"754","Targinie","pm25",9.5,"µg/m³","AU","Gladstone","2019-09-28T22:00:00.000Z",1
"755","Boyne Island","pm25",6.4,"µg/m³","AU","Gladstone","2019-09-28T22:00:00.000Z",1
"756","Boat Creek","pm25",6.8,"µg/m³","AU","Gladstone","2019-09-28T22:00:00.000Z",1
"758","South Gladstone","pm25",5.2,"µg/m³","AU","Gladstone","2019-09-28T22:00:00.000Z",1
"759","Clinton","pm25",7.9,"µg/m³","AU","Gladstone","2019-09-28T22:00:00.000Z",1
"761","Fisherman's Landing","pm25",4.8,"µg/m³","AU","Gladstone","2019-09-28T21:00:00.000Z",1
"762","Clinton","pm25",7.2,"µg/m³","AU","Gladstone","2019-09-28T21:00:00.000Z",1
"763","South Gladstone","pm25",5,"µg/m³","AU","Gladstone","2019-09-28T21:00:00.000Z",1
"764","Boyne Island","pm25",6.1,"µg/m³","AU","Gladstone","2019-09-28T21:00:00.000Z",1
"765","Boat Creek","pm25",6,"µg/m³","AU","Gladstone","2019-09-28T21:00:00.000Z",1
"766","Targinie","pm25",6.7,"µg/m³","AU","Gladstone","2019-09-28T21:00:00.000Z",1
"767","Rocklea","pm25",8.6,"µg/m³","AU","South East Queensland","2019-09-28T21:00:00.000Z",1
"768","Southport","pm25",6.3,"µg/m³","AU","South East Queensland","2019-09-28T21:00:00.000Z",1
"769","Woolloongabba","pm25",10.2,"µg/m³","AU","South East Queensland","2019-09-28T21:00:00.000Z",1
"770","Springwood","pm25",5.9,"µg/m³","AU","South East Queensland","2019-09-28T21:00:00.000Z",1
"771","South Brisbane","pm25",13.3,"µg/m³","AU","South East Queensland","2019-09-28T21:00:00.000Z",1
"772","Wynnum West","pm25",4.9,"µg/m³","AU","South East Queensland","2019-09-28T21:00:00.000Z",1
"773","Wynnum","pm25",5.2,"µg/m³","AU","South East Queensland","2019-09-28T21:00:00.000Z",1
"774","Cannon Hill","pm25",7.5,"µg/m³","AU","South East Queensland","2019-09-28T21:00:00.000Z",1
"775","Lytton","pm25",5.7,"µg/m³","AU","South East Queensland","2019-09-28T21:00:00.000Z",1
"776","Upper Humbug","pm25",6.4,"µg/m³","AU","South West Queensland","2019-09-28T21:00:00.000Z",1
"777","Hopeland","pm25",7.4,"µg/m³","AU","South West Queensland","2019-09-28T21:00:00.000Z",1
